Ligand_Cost_fixed,Base_SMILES,Ligand_SMILES,Solvent_SMILES,Concentration,Temp_C,Yield
552.0,CC(C)(C)C(=O)[O-].[K+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC(=O)N(C)C,0.153,105,11.68
36.0,CC(C)(C)C(=O)[O-].[K+],CC(C)Oc1cccc(OC(C)C)c1P(C1CCCCC1)C1CCCCC1,CC(=O)N(C)C,0.153,90,30.03
24.0,CC(=O)[O-].[K+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC(=O)N(C)C,0.057,120,77.58
24.0,CC(C)(C)C(=O)[O-].[Cs+],CP(C)c1ccccc1,CCCCOC(C)=O,0.1,90,0.0
22.0,CC(=O)[O-].[K+],C1CCC([PH+](C2CCCCC2)C2CCCCC2)CC1.F[B-](F)(F)F,CCCC#N,0.153,120,0.74
552.0,CC(C)(C)C(=O)[O-].[K+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCCOC(C)=O,0.1,105,5.98
24.0,CC(C)(C)C(=O)[O-].[Cs+],CP(C)c1ccccc1,CCCCOC(C)=O,0.057,90,0.0
1.0,CC(C)(C)C(=O)[O-].[Cs+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC(=O)N(C)C,0.1,105,52.05
24.0,CC(=O)[O-].[K+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CCCC#N,0.153,105,75.39
24.0,CC(C)(C)C(=O)[O-].[K+],CP(C)c1ccccc1,CCCC#N,0.153,105,0.0
552.0,CC(=O)[O-].[K+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCCOC(C)=O,0.1,120,7.82
36.0,CC(C)(C)C(=O)[O-].[K+],CC(C)Oc1cccc(OC(C)C)c1P(C1CCCCC1)C1CCCCC1,CCCCOC(C)=O,0.057,105,10.68
800.0,CC(C)(C)C(=O)[O-].[Cs+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CCCCOC(C)=O,0.153,90,8.72
8.0,CC(C)(C)C(=O)[O-].[Cs+],CP(c1ccccc1)c1ccccc1,Cc1ccc(C)cc1,0.1,90,0.0
800.0,CC(=O)[O-].[K+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CCCC#N,0.153,90,4.97
1.0,CC(=O)[O-].[Cs+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCCC#N,0.057,90,6.56
144.0,CC(=O)[O-].[K+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CC(=O)N(C)C,0.057,90,30.41
800.0,CC(=O)[O-].[Cs+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CCCCOC(C)=O,0.1,120,0.0
1.0,CC(C)(C)C(=O)[O-].[K+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC(=O)N(C)C,0.1,90,38.78
800.0,CC(C)(C)C(=O)[O-].[Cs+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CCCCOC(C)=O,0.057,120,8.24
24.0,CC(=O)[O-].[Cs+],CP(C)c1ccccc1,CCCC#N,0.057,105,0.0
800.0,CC(C)(C)C(=O)[O-].[K+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CC(=O)N(C)C,0.057,105,18.42
72.0,CC(C)(C)C(=O)[O-].[K+],c1coc(P(c2ccco2)c2ccco2)c1,CC(=O)N(C)C,0.153,120,78.93
24.0,CC(C)(C)C(=O)[O-].[Cs+],CP(C)c1ccccc1,CCCCOC(C)=O,0.1,120,0.0
1.0,CC(C)(C)C(=O)[O-].[K+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCCC#N,0.057,90,5.92
8.0,CC(=O)[O-].[Cs+],CP(c1ccccc1)c1ccccc1,CC(=O)N(C)C,0.057,90,7.32
552.0,CC(=O)[O-].[K+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC(=O)N(C)C,0.153,105,63.88
22.0,CC(C)(C)C(=O)[O-].[K+],C1CCC([PH+](C2CCCCC2)C2CCCCC2)CC1.F[B-](F)(F)F,CCCC#N,0.153,105,1.37
72.0,CC(C)(C)C(=O)[O-].[Cs+],c1coc(P(c2ccco2)c2ccco2)c1,CCCCOC(C)=O,0.1,105,14.51
36.0,CC(C)(C)C(=O)[O-].[K+],CC(C)Oc1cccc(OC(C)C)c1P(C1CCCCC1)C1CCCCC1,Cc1ccc(C)cc1,0.057,90,0.0
24.0,CC(=O)[O-].[Cs+],CP(C)c1ccccc1,Cc1ccc(C)cc1,0.057,105,0.0
1.0,CC(C)(C)C(=O)[O-].[Cs+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCCC#N,0.1,105,3.44
24.0,CC(C)(C)C(=O)[O-].[Cs+],CP(C)c1ccccc1,CCCC#N,0.057,90,0.0
24.0,CC(=O)[O-].[K+],CP(C)c1ccccc1,Cc1ccc(C)cc1,0.1,120,0.0
22.0,CC(C)(C)C(=O)[O-].[Cs+],C1CCC([PH+](C2CCCCC2)C2CCCCC2)CC1.F[B-](F)(F)F,Cc1ccc(C)cc1,0.1,90,0.0
36.0,CC(C)(C)C(=O)[O-].[Cs+],CC(C)Oc1cccc(OC(C)C)c1P(C1CCCCC1)C1CCCCC1,CCCCOC(C)=O,0.153,90,9.39
1.0,CC(=O)[O-].[Cs+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC(=O)N(C)C,0.1,120,87.32
102.0,CC(=O)[O-].[Cs+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CC(=O)N(C)C,0.1,90,0.0
102.0,CC(C)(C)C(=O)[O-].[K+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CC(=O)N(C)C,0.1,120,28.53
36.0,CC(=O)[O-].[K+],CC(C)Oc1cccc(OC(C)C)c1P(C1CCCCC1)C1CCCCC1,CCCC#N,0.153,90,5.26
800.0,CC(C)(C)C(=O)[O-].[K+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,Cc1ccc(C)cc1,0.153,120,29.39
800.0,CC(=O)[O-].[K+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CC(=O)N(C)C,0.057,105,68.71
1.0,CC(=O)[O-].[K+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CC(=O)N(C)C,0.057,120,45.85
24.0,CC(C)(C)C(=O)[O-].[K+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC(=O)N(C)C,0.057,120,62.07
24.0,CC(=O)[O-].[K+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,Cc1ccc(C)cc1,0.153,90,28.36
297.0,CC(C)(C)C(=O)[O-].[Cs+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCCOC(C)=O,0.1,90,23.75
36.0,CC(C)(C)C(=O)[O-].[K+],CC(C)Oc1cccc(OC(C)C)c1P(C1CCCCC1)C1CCCCC1,CCCC#N,0.153,105,30.77
36.0,CC(C)(C)C(=O)[O-].[Cs+],CC(C)Oc1cccc(OC(C)C)c1P(C1CCCCC1)C1CCCCC1,CCCCOC(C)=O,0.153,105,9.03
72.0,CC(=O)[O-].[K+],c1coc(P(c2ccco2)c2ccco2)c1,CC(=O)N(C)C,0.153,90,10.13
8.0,CC(=O)[O-].[Cs+],CP(c1ccccc1)c1ccccc1,Cc1ccc(C)cc1,0.1,90,0.0
800.0,CC(C)(C)C(=O)[O-].[Cs+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CCCCOC(C)=O,0.1,90,0.0
144.0,CC(C)(C)C(=O)[O-].[Cs+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,Cc1ccc(C)cc1,0.057,90,0.4
22.0,CC(C)(C)C(=O)[O-].[K+],C1CCC([PH+](C2CCCCC2)C2CCCCC2)CC1.F[B-](F)(F)F,Cc1ccc(C)cc1,0.153,105,0.0
297.0,CC(C)(C)C(=O)[O-].[Cs+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCC#N,0.1,120,46.53
144.0,CC(=O)[O-].[K+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,Cc1ccc(C)cc1,0.153,90,16.95
24.0,CC(=O)[O-].[Cs+],CP(C)c1ccccc1,CCCC#N,0.153,120,0.0
102.0,CC(C)(C)C(=O)[O-].[K+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CC(=O)N(C)C,0.057,105,0.0
24.0,CC(C)(C)C(=O)[O-].[Cs+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CCCC#N,0.153,105,79.76
72.0,CC(C)(C)C(=O)[O-].[Cs+],c1coc(P(c2ccco2)c2ccco2)c1,Cc1ccc(C)cc1,0.057,90,7.59
72.0,CC(=O)[O-].[Cs+],c1coc(P(c2ccco2)c2ccco2)c1,CCCC#N,0.057,90,12.91
102.0,CC(=O)[O-].[Cs+],CC(C)(C)P(c1ccccc1)C(C)(C)C,Cc1ccc(C)cc1,0.153,90,0.0
36.0,CC(=O)[O-].[Cs+],CC(C)Oc1cccc(OC(C)C)c1P(C1CCCCC1)C1CCCCC1,Cc1ccc(C)cc1,0.057,120,21.94
24.0,CC(C)(C)C(=O)[O-].[Cs+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC(=O)N(C)C,0.057,120,38.48
36.0,CC(C)(C)C(=O)[O-].[K+],CC(C)Oc1cccc(OC(C)C)c1P(C1CCCCC1)C1CCCCC1,CC(=O)N(C)C,0.153,120,61.33
1.0,CC(C)(C)C(=O)[O-].[Cs+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCCC#N,0.057,105,6.51
8.0,CC(C)(C)C(=O)[O-].[Cs+],CP(c1ccccc1)c1ccccc1,Cc1ccc(C)cc1,0.153,105,0.0
72.0,CC(=O)[O-].[K+],c1coc(P(c2ccco2)c2ccco2)c1,Cc1ccc(C)cc1,0.1,90,3.63
144.0,CC(=O)[O-].[Cs+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CCCCOC(C)=O,0.153,105,50.69
24.0,CC(=O)[O-].[K+],CP(C)c1ccccc1,CCCCOC(C)=O,0.1,90,0.0
297.0,CC(=O)[O-].[K+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCCOC(C)=O,0.057,90,17.54
552.0,CC(=O)[O-].[K+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Cc1ccc(C)cc1,0.1,120,7.03
1.0,CC(=O)[O-].[K+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCCCOC(C)=O,0.153,120,4.86
24.0,CC(C)(C)C(=O)[O-].[Cs+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CCCCOC(C)=O,0.057,120,22.87
800.0,CC(C)(C)C(=O)[O-].[Cs+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CC(=O)N(C)C,0.057,105,7.33
8.0,CC(=O)[O-].[K+],CP(c1ccccc1)c1ccccc1,CCCC#N,0.057,120,0.0
22.0,CC(=O)[O-].[Cs+],C1CCC([PH+](C2CCCCC2)C2CCCCC2)CC1.F[B-](F)(F)F,CC(=O)N(C)C,0.153,105,10.25
102.0,CC(C)(C)C(=O)[O-].[Cs+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CC(=O)N(C)C,0.057,105,0.0
144.0,CC(C)(C)C(=O)[O-].[K+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CCCC#N,0.153,120,80.65
144.0,CC(=O)[O-].[Cs+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CCCC#N,0.153,105,96.38
8.0,CC(=O)[O-].[K+],CP(c1ccccc1)c1ccccc1,Cc1ccc(C)cc1,0.1,90,0.0
36.0,CC(C)(C)C(=O)[O-].[K+],CC(C)Oc1cccc(OC(C)C)c1P(C1CCCCC1)C1CCCCC1,CCCCOC(C)=O,0.1,120,35.43
36.0,CC(C)(C)C(=O)[O-].[Cs+],CC(C)Oc1cccc(OC(C)C)c1P(C1CCCCC1)C1CCCCC1,CCCC#N,0.1,90,24.25
102.0,CC(=O)[O-].[Cs+],CC(C)(C)P(c1ccccc1)C(C)(C)C,Cc1ccc(C)cc1,0.057,105,0.0
800.0,CC(=O)[O-].[Cs+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CCCCOC(C)=O,0.153,120,0.0
297.0,CC(C)(C)C(=O)[O-].[Cs+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Cc1ccc(C)cc1,0.153,90,23.57
8.0,CC(=O)[O-].[Cs+],CP(c1ccccc1)c1ccccc1,CC(=O)N(C)C,0.1,105,9.55
8.0,CC(C)(C)C(=O)[O-].[K+],CP(c1ccccc1)c1ccccc1,Cc1ccc(C)cc1,0.153,90,0.0
24.0,CC(C)(C)C(=O)[O-].[K+],CP(C)c1ccccc1,Cc1ccc(C)cc1,0.153,90,0.0
8.0,CC(C)(C)C(=O)[O-].[Cs+],CP(c1ccccc1)c1ccccc1,Cc1ccc(C)cc1,0.1,120,0.0
72.0,CC(=O)[O-].[K+],c1coc(P(c2ccco2)c2ccco2)c1,CCCCOC(C)=O,0.1,105,9.87
552.0,CC(C)(C)C(=O)[O-].[Cs+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCCOC(C)=O,0.153,90,2.77
24.0,CC(C)(C)C(=O)[O-].[K+],CP(C)c1ccccc1,CC(=O)N(C)C,0.1,120,3.35
552.0,CC(=O)[O-].[Cs+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Cc1ccc(C)cc1,0.153,120,10.77
24.0,CC(C)(C)C(=O)[O-].[Cs+],CP(C)c1ccccc1,CCCCOC(C)=O,0.153,90,0.0
24.0,CC(C)(C)C(=O)[O-].[Cs+],CP(C)c1ccccc1,CCCC#N,0.153,90,0.0
552.0,CC(=O)[O-].[K+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCC#N,0.1,105,19.82
24.0,CC(=O)[O-].[Cs+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,Cc1ccc(C)cc1,0.153,90,66.03
800.0,CC(=O)[O-].[K+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CCCC#N,0.057,120,8.52
24.0,CC(C)(C)C(=O)[O-].[K+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CCCC#N,0.1,90,45.95
22.0,CC(C)(C)C(=O)[O-].[K+],C1CCC([PH+](C2CCCCC2)C2CCCCC2)CC1.F[B-](F)(F)F,Cc1ccc(C)cc1,0.057,120,0.0
144.0,CC(C)(C)C(=O)[O-].[K+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CCCC#N,0.153,105,69.2
552.0,CC(C)(C)C(=O)[O-].[Cs+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCC#N,0.1,105,11.95
24.0,CC(C)(C)C(=O)[O-].[Cs+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CCCCOC(C)=O,0.057,90,62.34
552.0,CC(=O)[O-].[Cs+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC(=O)N(C)C,0.153,120,39.57
297.0,CC(=O)[O-].[Cs+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Cc1ccc(C)cc1,0.1,105,40.03
8.0,CC(C)(C)C(=O)[O-].[Cs+],CP(c1ccccc1)c1ccccc1,CCCCOC(C)=O,0.1,105,0.0
72.0,CC(=O)[O-].[K+],c1coc(P(c2ccco2)c2ccco2)c1,CC(=O)N(C)C,0.153,120,52.08
144.0,CC(=O)[O-].[K+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,Cc1ccc(C)cc1,0.1,90,11.95
72.0,CC(C)(C)C(=O)[O-].[K+],c1coc(P(c2ccco2)c2ccco2)c1,CC(=O)N(C)C,0.153,105,64.46
297.0,CC(=O)[O-].[Cs+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCC#N,0.057,105,45.11
144.0,CC(C)(C)C(=O)[O-].[Cs+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CCCCOC(C)=O,0.1,120,26.74
72.0,CC(=O)[O-].[K+],c1coc(P(c2ccco2)c2ccco2)c1,Cc1ccc(C)cc1,0.057,105,4.99
552.0,CC(C)(C)C(=O)[O-].[K+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCC#N,0.1,120,16.47
102.0,CC(=O)[O-].[Cs+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CCCC#N,0.1,90,0.0
22.0,CC(C)(C)C(=O)[O-].[K+],C1CCC([PH+](C2CCCCC2)C2CCCCC2)CC1.F[B-](F)(F)F,CCCCOC(C)=O,0.1,105,0.0
297.0,CC(C)(C)C(=O)[O-].[K+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC(=O)N(C)C,0.153,90,0.66
72.0,CC(=O)[O-].[Cs+],c1coc(P(c2ccco2)c2ccco2)c1,CCCC#N,0.153,105,31.29
36.0,CC(=O)[O-].[Cs+],CC(C)Oc1cccc(OC(C)C)c1P(C1CCCCC1)C1CCCCC1,CCCCOC(C)=O,0.1,90,2.67
36.0,CC(=O)[O-].[K+],CC(C)Oc1cccc(OC(C)C)c1P(C1CCCCC1)C1CCCCC1,CC(=O)N(C)C,0.153,90,9.14
24.0,CC(C)(C)C(=O)[O-].[K+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,Cc1ccc(C)cc1,0.057,105,26.12
144.0,CC(=O)[O-].[Cs+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CC(=O)N(C)C,0.057,105,91.39
24.0,CC(C)(C)C(=O)[O-].[K+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC(=O)N(C)C,0.1,105,77.41
144.0,CC(=O)[O-].[Cs+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CCCC#N,0.153,90,63.2
72.0,CC(=O)[O-].[K+],c1coc(P(c2ccco2)c2ccco2)c1,CCCC#N,0.153,120,3.04
72.0,CC(=O)[O-].[K+],c1coc(P(c2ccco2)c2ccco2)c1,CCCC#N,0.057,120,12.25
552.0,CC(=O)[O-].[Cs+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCC#N,0.153,120,27.41
102.0,CC(=O)[O-].[Cs+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CCCC#N,0.1,105,0.0
24.0,CC(=O)[O-].[K+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC(=O)N(C)C,0.1,90,38.03
8.0,CC(C)(C)C(=O)[O-].[Cs+],CP(c1ccccc1)c1ccccc1,CC(=O)N(C)C,0.1,105,4.3
800.0,CC(=O)[O-].[Cs+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CC(=O)N(C)C,0.153,105,20.73
144.0,CC(C)(C)C(=O)[O-].[Cs+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CC(=O)N(C)C,0.1,90,75.28
297.0,CC(=O)[O-].[Cs+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCC#N,0.1,90,48.21
22.0,CC(=O)[O-].[K+],C1CCC([PH+](C2CCCCC2)C2CCCCC2)CC1.F[B-](F)(F)F,Cc1ccc(C)cc1,0.153,105,0.0
552.0,CC(=O)[O-].[K+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCC#N,0.057,90,20.5
1.0,CC(=O)[O-].[Cs+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCCCOC(C)=O,0.057,120,3.51
22.0,CC(C)(C)C(=O)[O-].[Cs+],C1CCC([PH+](C2CCCCC2)C2CCCCC2)CC1.F[B-](F)(F)F,Cc1ccc(C)cc1,0.057,105,0.0
24.0,CC(=O)[O-].[Cs+],CP(C)c1ccccc1,CC(=O)N(C)C,0.057,105,0.0
102.0,CC(=O)[O-].[Cs+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CCCC#N,0.057,105,0.0
552.0,CC(C)(C)C(=O)[O-].[K+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Cc1ccc(C)cc1,0.057,120,8.9
144.0,CC(=O)[O-].[K+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CCCCOC(C)=O,0.057,90,12.61
800.0,CC(=O)[O-].[K+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CCCCOC(C)=O,0.1,120,0.0
8.0,CC(C)(C)C(=O)[O-].[Cs+],CP(c1ccccc1)c1ccccc1,CCCCOC(C)=O,0.057,120,0.0
1.0,CC(C)(C)C(=O)[O-].[K+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCCCOC(C)=O,0.1,120,4.23
8.0,CC(C)(C)C(=O)[O-].[Cs+],CP(c1ccccc1)c1ccccc1,CCCC#N,0.153,105,0.0
552.0,CC(C)(C)C(=O)[O-].[K+],COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCCOC(C)=O,0.153,105,6.7
36.0,CC(=O)[O-].[K+],CC(C)Oc1cccc(OC(C)C)c1P(C1CCCCC1)C1CCCCC1,Cc1ccc(C)cc1,0.057,120,0.0
297.0,CC(=O)[O-].[K+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Cc1ccc(C)cc1,0.153,90,13.85
8.0,CC(=O)[O-].[K+],CP(c1ccccc1)c1ccccc1,CCCC#N,0.1,105,0.0
72.0,CC(C)(C)C(=O)[O-].[K+],c1coc(P(c2ccco2)c2ccco2)c1,Cc1ccc(C)cc1,0.153,120,23.8
102.0,CC(=O)[O-].[K+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CCCC#N,0.057,90,0.0
24.0,CC(C)(C)C(=O)[O-].[K+],CP(C)c1ccccc1,CC(=O)N(C)C,0.057,120,2.15
800.0,CC(=O)[O-].[Cs+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CCCCOC(C)=O,0.1,105,0.0
800.0,CC(=O)[O-].[Cs+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,Cc1ccc(C)cc1,0.057,120,15.98
102.0,CC(C)(C)C(=O)[O-].[Cs+],CC(C)(C)P(c1ccccc1)C(C)(C)C,CC(=O)N(C)C,0.057,120,0.0
800.0,CC(=O)[O-].[Cs+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,Cc1ccc(C)cc1,0.153,105,20.31
297.0,CC(C)(C)C(=O)[O-].[Cs+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Cc1ccc(C)cc1,0.1,90,19.39
297.0,CC(C)(C)C(=O)[O-].[Cs+],COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCCC#N,0.057,90,37.58
800.0,CC(C)(C)C(=O)[O-].[Cs+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CCCCOC(C)=O,0.153,120,0.0
24.0,CC(C)(C)C(=O)[O-].[K+],CP(C)c1ccccc1,CC(=O)N(C)C,0.153,105,0.0
1.0,CC(=O)[O-].[K+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,Cc1ccc(C)cc1,0.153,120,5.22
1.0,CC(C)(C)C(=O)[O-].[Cs+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,Cc1ccc(C)cc1,0.1,120,2.69
36.0,CC(=O)[O-].[K+],CC(C)Oc1cccc(OC(C)C)c1P(C1CCCCC1)C1CCCCC1,Cc1ccc(C)cc1,0.1,120,7.43
144.0,CC(C)(C)C(=O)[O-].[Cs+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CC(=O)N(C)C,0.057,120,92.03
